area_type,availability,location,bhk,society,sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Yelahanka,3,,1075,2,2,36
Super built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1075,3,2,36
Super built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1075,2,1,36
Super built-up  Area,Ready To Move,Channasandra,2,Unm 2El,1030,2,1,34.5
Super built-up  Area,17-Dec,Seegehalli,2,,1118,2,2,37.5
Built-up  Area,Ready To Move,Kasavanhalli,3,,1550,2,3,52
Built-up  Area,Ready To Move,Sri Venkateshpura Layout,2,,1146,2,1,38.5
Super built-up  Area,18-Aug,Maruthi Nagar,3,,1250,3,2,42
Super built-up  Area,Ready To Move,Yelahanka,2,,1101,2,2,37
Built-up  Area,Ready To Move,Gunjur,2,Puide P,1190,2,2,40
Super built-up  Area,18-Aug,Whitefield,2,SSdhimr,1160,2,2,39
Super built-up  Area,Ready To Move,Byagadadhenahalli,3,VBavaai,1130,3,1,38
Super built-up  Area,17-May,Whitefield,2,SVineun,1100,2,1,37
Built-up  Area,18-Aug,Rajanna Layout,2,,1116,2,1,37.6
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1144,2,2,38.55
Super built-up  Area,Ready To Move,Sarjapur  Road,3,MJinele,1186,2,2,40
Super built-up  Area,Ready To Move,Hosa Road,2,Sancei ,1100,2,2,37.1
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1206,2,1,40.7
Super built-up  Area,Ready To Move,Electronic City,2,Elodsre,1200,2,2,40.5
Super built-up  Area,18-May,Whitefield,2,SSdhimr,1185,2,2,40
Super built-up  Area,Ready To Move,Varthur,2,MKllei ,1155,2,2,39
Super built-up  Area,Ready To Move,Varthur,2,MKllei ,1155,2,2,39
Super built-up  Area,Ready To Move,Whitefield,2,Rabow R,1155,2,1,39
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1141,2,2,38.55
Super built-up  Area,Ready To Move,Channasandra,2,Unm 2El,1065,2,1,36
Plot  Area,Ready To Move,Vishwapriya Nagar,6,,2100,6,2,71
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1196,2,2,40.44
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,GrrvaGr,1571,3,3,53.12
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,GrrvaGr,1531,3,3,51.77
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1143,2,2,38.65
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1140,2,2,38.55
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1140,2,2,38.55
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1187,2,2,40.14
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1267,2,2,42.85
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1306,2,2,44.17
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1419,2,2,48
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,GrrvaGr,1530,3,3,51.77
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,GrrvaGr,1550,3,3,52.45
Super built-up  Area,Ready To Move,Kaggadasapura,3,Saconp ,1625,3,2,55
Super built-up  Area,Ready To Move,Channasandra,2,Unm 2El,1093,2,1,37
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,GrrvaGr,1529,3,3,51.77
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1133,2,1,38.37
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1151,2,2,39
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1120,2,2,37.95
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1196,2,2,40.54
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1196,2,2,40.54
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1196,2,2,40.54
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1196,2,2,40.54
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1196,2,2,40.54
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1255,2,2,42.54
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1419,2,2,48.1
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1419,2,2,48.1
Super built-up  Area,Ready To Move,Chelekare,2,Goezell,1180,2,2,40
Built-up  Area,Ready To Move,Anandapura,4,,1475,2,1,50
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,GrrvaGr,1693,3,3,57.39
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,GrrvaGr,1693,3,3,57.39
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1303,2,2,44.17
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1185,2,2,40.17
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1185,2,1,40.17
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,GrrvaGr,1580,3,3,53.56
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,GrrvaGr,1580,3,3,53.56
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,GrrvaGr,1608,3,3,54.51
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1295,2,2,43.9
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1295,2,2,43.9
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1128,2,2,38.24
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1151,2,2,39.02
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1133,2,2,38.41
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1120,2,2,37.97
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,GrrvaGr,1530,3,3,51.87
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1240,2,2,42.04
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1140,2,2,38.65
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1140,2,2,38.65
Built-up  Area,21-Dec,"Electronic city phase 1, ",2,,1150,2,1,39
Super built-up  Area,21-Aug,Electronics City Phase 1,2,,1150,2,2,39
Built-up  Area,Ready To Move,Shampura,7,,2800,5,3,95
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2,Soe 2as,1090,2,1,37
Super built-up  Area,Ready To Move,Yelahanka,3,,1590,3,1,54
Super built-up  Area,Ready To Move,Yelahanka,3,,1590,2,1,54
Super built-up  Area,Ready To Move,Yelahanka,3,,1590,2,2,54
Super built-up  Area,Ready To Move,CV Raman Nagar,2,,1030,2,,35
Super built-up  Area,18-Feb,Bannerghatta Road,3,DSnjh S,1427,2,2,48.51
Super built-up  Area,20-Dec,Old Madras Road,3,SheldGr,1350,3,1,45.9
Built-up  Area,Ready To Move,Pai Layout,2,Saage V,1000,2,2,34
Super built-up  Area,Ready To Move,Kereguddadahalli,2,Jaood G,1000,2,1,34
Super built-up  Area,Ready To Move,Kengeri,2,,1000,2,2,34
Super built-up  Area,18-Jan,Kadugodi,2,Prclee ,1030,2,1,35.02
Super built-up  Area,18-May,Bommanahalli,3,,1250,2,2,42.5
Super built-up  Area,Ready To Move,Kudlu Gate,3,,1465,2,2,49.81
Super built-up  Area,18-Apr,Kudlu Gate,3,,1364,2,3,46.38
Built-up  Area,Ready To Move,Kengeri,3,Akdorli,1470,3,3,50
Super built-up  Area,Ready To Move,Doddathoguru,2,LancyRe,970,2,0,33
Built-up  Area,Ready To Move,Gubbalala,3,Names H,1539,2,2,52.36
Super built-up  Area,Ready To Move,Whitefield,2,SSthamh,1205,2,1,41
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,GrrvaGr,1500,3,3,51.04
Super built-up  Area,Ready To Move,Singasandra,2,,1099,2,1,37.5
Super built-up  Area,17-Nov,Babusapalaya,3,,1213,2,2,41.39
Super built-up  Area,Ready To Move,Sarjapur  Road,3,,1670,2,3,57
Super built-up  Area,Ready To Move,Kattigenahalli,7,,4100,7,,140
Super built-up  Area,Ready To Move,Kanakpura Road,3,MGBay T,1610,2,2,55
Super built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1200,2,1,41
Built-up  Area,Ready To Move,Margondanahalli,2,,2400,2,1,82
Super built-up  Area,Ready To Move,Gottigere,2,,1170,2,2,40
Super built-up  Area,Ready To Move, Devarachikkanahalli,2,,1170,2,2,40
Super built-up  Area,18-Jun,JP Nagar,3,,1275,2,2,43.6
Super built-up  Area,Ready To Move,Sarjapur,2,Sondaka,950,2,2,32.5
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1140,2,2,39
Super built-up  Area,Ready To Move,Whitefield,2,SSthamh,1140,2,2,39
Super built-up  Area,Ready To Move,Thanisandra,2,SLaceda,1140,2,1,39
Super built-up  Area,Ready To Move,Kaval Byrasandra,3,SyOnen ,1900,2,2,65
Super built-up  Area,Ready To Move,Pattanagere,3,,1900,3,0,65
Plot  Area,Ready To Move,Sadahalli,3,K ensad,3800,2,,130
Super built-up  Area,Ready To Move,Bannerghatta Road,2,DSnjh S,1022,2,1,35
Super built-up  Area,17-Nov,Babusapalaya,3,,1167,2,2,39.98
Super built-up  Area,18-Jun,9th Phase JP Nagar,2,,1080,2,2,37
Super built-up  Area,Ready To Move,MLA Layout,2,,1050,2,1,36
Super built-up  Area,Ready To Move,Electronic City,3,DSgmax ,1400,2,1,48
Built-up  Area,Ready To Move,Kereguddadahalli,3,,1400,2,2,48
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,,1400,2,2,48
Plot  Area,Ready To Move,Lakshmipura Vidyaanyapura,8,,3500,6,2,120
Built-up  Area,Ready To Move,Sarjapur,2,Sondaka,1020,2,2,35
Super built-up  Area,Ready To Move,Sarjapur  Road,2,S2kaaan,1178,2,2,40.43
Super built-up  Area,Ready To Move,Hormavu,2,Nadhian,1165,2,1,40
Super built-up  Area,Ready To Move,Channasandra,3,Unm 2El,1310,2,2,45
Super built-up  Area,Ready To Move,Bethel Nagar,2,Saaveir,960,2,1,33
Super built-up  Area,Ready To Move,Gottigere,3,,1600,2,2,55
Super built-up  Area,Ready To Move,Varthur,2,MKllei ,1105,2,3,38
Super built-up  Area,18-Jun,Kothannur,3,,1275,2,2,43.85
Super built-up  Area,Ready To Move,Belatur,2,ViaarSa,1250,2,1,43
Super built-up  Area,18-May,Madiwala,3,,1250,3,2,43
Built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1075,2,1,37
Super built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1075,2,1,37
Super built-up  Area,Ready To Move,Thanisandra,2,MenueNo,1220,2,2,42
Super built-up  Area,Ready To Move,Whitefield,2,,1190,2,2,41
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2,,1190,2,2,41
Super built-up  Area,Ready To Move,Tirumanahalli,2,,1146,2,1,39.5
Super built-up  Area,Ready To Move,Kereguddadahalli,2,Jaood G,1015,2,1,35
Super built-up  Area,Ready To Move,Sarjapur,2,Peles P,1044,2,2,36
Super built-up  Area,Ready To Move,Kengeri Satellite Town,3,ShyamSh,1450,2,3,50
Super built-up  Area,Ready To Move,Hoskote,3,Thiced ,1740,3,3,60
Plot  Area,Ready To Move,Hosur Road,4,KrineAq,2000,4,1,69
Super built-up  Area,18-Jun,Kothannur,3,,1275,3,2,44
Super built-up  Area,Ready To Move,Bommasandra,2,Heatee ,1014,2,1,35
Super built-up  Area,Ready To Move,Hormavu,2,Jhntspa,1100,2,3,38
Super built-up  Area,Ready To Move,Hebbal,2,,1100,2,2,38
Super built-up  Area,Ready To Move,Thanisandra,2,SLaceda,1100,2,1,38
Super built-up  Area,Ready To Move,Amarjyothi Colony,2,,1100,2,2,38
Super built-up  Area,18-May,Kothnoor Dinne,2,,1100,2,2,38
Built-up  Area,Ready To Move,Hanumagiri,2,Nastadr,1100,2,1,38
Super built-up  Area,Ready To Move,Thanisandra,2,SLaceda,1100,2,1,38
Super built-up  Area,Ready To Move,Babusapalaya,2,,1100,2,2,38
Super built-up  Area,18-Jun,9th Phase JP Nagar,3,,1240,2,2,42.85
Super built-up  Area,Ready To Move,Banashankari Stage V,2,,1035,2,2,35.77
Built-up  Area,Ready To Move,Nagasandra,5,,4050,5,2,140
Super built-up  Area,18-Jul,Sarjapur,2,Vehes L,1157,2,1,40
Built-up  Area,Ready To Move,Bannerghatta Road,2,,1157,2,0,40
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3,Soe 2as,1329,2,2,45.95
Super built-up  Area,18-Aug,Anjanapura,2,,1070,2,2,37
Super built-up  Area,18-Aug,Whitefield,2,SSdhimr,1185,2,2,41
Super built-up  Area,Ready To Move,Kaggadasapura,2,SLireap,1185,2,1,41
Super built-up  Area,Ready To Move,Sarjapur,3,Coa 3t ,1445,3,1,50
Plot  Area,Ready To Move,Kogilu,7,,2456,7,2,85
Super built-up  Area,18-Jan,Bommanahalli,3,,1300,3,2,45
Built-up  Area,Ready To Move,Sompura,2,Suiseit,1126,2,2,39
Super built-up  Area,Ready To Move,Gottigere,2,Srncyla,1010,2,1,35
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,Kaiew L,1212,3,1,42
Super built-up  Area,Ready To Move,Kamakshipalya,3,,1500,2,2,52
Super built-up  Area,17-Apr,Uttarahalli,2,DSera S,1037,2,1,36
Plot  Area,Ready To Move,Thanisandra,8,,3600,9,3,125
Super built-up  Area,Ready To Move,Sarjapur  Road,3,Ascid P,1814,3,3,63
Super built-up  Area,18-May,Virgonagar,3,,1215,3,1,42.2
Built-up  Area,21-Dec,"Electronic city Phase 1, ",2,,950,2,1,33
Super built-up  Area,21-Aug,Electronics City Phase 1,2,,950,2,1,33
Super built-up  Area,Ready To Move,Whitefield,2,SSthamh,1180,2,2,41
Super built-up  Area,Ready To Move,Whitefield,2,SSthamh,1180,2,2,41
Built-up  Area,Ready To Move,Chandapura,3,Vailsaf,1208.51,3,2,42
Super built-up  Area,Ready To Move,Sarjapur,2,,1240,2,2,43.1
Built-up  Area,Ready To Move,Hormavu,3,,2100,3,2,73
Super built-up  Area,20-Dec,Whitefield,2,,1165,2,1,40.5
Super built-up  Area,Ready To Move,Kalena Agrahara,2,,1150,2,3,40
Super built-up  Area,Ready To Move,Hebbal Kempapura,2,,1150,2,2,40
Super built-up  Area,18-Apr,Ramamurthy Nagar,2,,1150,2,2,40
Built-up  Area,Ready To Move,1st Block HRBR Layout,3,,2300,3,,80
Super built-up  Area,Ready To Move,Sarjapur  Road,3,S2kaaan,1405,3,2,48.87
Super built-up  Area,Ready To Move,Pai Layout,2,,1006,2,2,35
Super built-up  Area,Ready To Move,Sompura,3,SSityri,1350,2,2,47
Super built-up  Area,Ready To Move,Chikkabanavar,3,,1320,2,2,46
Super built-up  Area,18-Jul,Ramagondanahalli,3,ViistLa,1635,3,1,57
Built-up  Area,Ready To Move,Doddakallasandra,2,,1233,2,2,43
Super built-up  Area,Ready To Move,Whitefield,2,SSthamh,1175,2,1,41
Super built-up  Area,Ready To Move,JCR Layout,2,,1060,2,2,37
Super built-up  Area,Ready To Move,Horamavu Agara,2,,1060,2,1,37
Super built-up  Area,Ready To Move,Bisuvanahalli,2,Prityel,945,2,1,33
Built-up  Area,Ready To Move,Sarjapur,3,Coa It ,1575,3,3,55
Super built-up  Area,Ready To Move,Uttarahalli,3,SLnssPr,1330,2,2,46.45
Super built-up  Area,Ready To Move,Nagarbhavi,2,,1145,2,2,40
Super built-up  Area,Ready To Move,JCR Layout,2,ARnamru,1160,2,1,40.53
Super built-up  Area,Ready To Move,Uttarahalli,3,Aklia R,1345,2,1,47
Super built-up  Area,18-Jan,CV Raman Nagar,2,,1227,2,2,42.88
Super built-up  Area,Ready To Move,Banashankari,2,,1077,2,2,37.64
Super built-up  Area,Ready To Move,kanakapura road,3,,1375,2,3,48.06
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2,,1100,2,1,38.45
Super built-up  Area,18-Feb,Thirumenahalli,3,MNtha A,1602,3,2,56
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,7 ise P,1430,2,1,50
Super built-up  Area,18-May,Whitefield,2,,1150,2,2,40.21
Super built-up  Area,Ready To Move,Kaggadasapura,2,SLireap,1105,2,1,38.65
Super built-up  Area,Ready To Move,Uttarahalli,2,SLnssPr,1160,2,2,40.58
Super built-up  Area,Ready To Move,Vasanthapura,2,,1037,2,1,36.28
Super built-up  Area,Ready To Move,Vasantapura main road,2,,1037,2,1,36.28
Super built-up  Area,Ready To Move,Vasanthapura,2,,1037,2,1,36.28
Super built-up  Area,Ready To Move,Vasanthapura,2,,978,2,1,34.22
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2,SSaveik,1100,2,1,38.49
Super built-up  Area,Ready To Move,TC Palaya,2,BSersTo,1126,2,1,39.4
Super built-up  Area,Ready To Move,Begur Road,2,,1160,2,2,40.59
Super built-up  Area,Ready To Move,Uttarahalli,3,,1350,2,3,47.24
Super built-up  Area,Ready To Move,Uttarahalli,3,,1350,2,2,47.24
Super built-up  Area,Ready To Move,Uttarahalli,3,,1350,2,2,47.24
Super built-up  Area,Ready To Move,Uttarahalli,3,,1360,2,2,47.59
Super built-up  Area,Ready To Move,Uttarahalli,3,,1360,2,2,47.59
Super built-up  Area,Ready To Move,Uttarahalli,3,,1360,2,2,47.59
Super built-up  Area,Ready To Move,Begur Road,3,Dhalsh ,1410,2,3,49.34
Super built-up  Area,20-Dec,Old Madras Road,2,Shmes O,935,2,1,32.72
Super built-up  Area,20-Dec,Old Madras Road,2,Shmes O,935,2,1,32.72
Super built-up  Area,20-Dec,Whitefield,2,,935,2,1,32.72
Super built-up  Area,Ready To Move,Vasanthapura,2,,995,2,1,34.82
Super built-up  Area,Ready To Move,Vasanthapura,2,,995,2,1,34.82
Super built-up  Area,Ready To Move,Vasanthpura,3,,995,2,2,34.82
Super built-up  Area,Ready To Move,Kaggadasapura,2,SLireap,1105,2,1,38.67
Super built-up  Area,Ready To Move,Uttarahalli,2,SLnssPr,1155,2,2,40.42
Super built-up  Area,20-Dec,Old Madras Road,2,Shmes O,1165,2,1,40.77
Super built-up  Area,Ready To Move,Kengeri,3,,1245,2,2,43.57
Super built-up  Area,Ready To Move,Doddathoguru,2,Prianhi,940,2,1,32.9
Super built-up  Area,Ready To Move,Uttarahalli,2,,1040,2,2,36.4
Super built-up  Area,Ready To Move,Ramanjaneyanagar,2,,1040,2,2,36.4
Super built-up  Area,Ready To Move,Kanakapura Main Road,2,,1080,2,1,37.8
Super built-up  Area,Ready To Move,Kanakpura Road,2,,1080,2,1,37.8
Super built-up  Area,Ready To Move,Kanakpura Road,2,,1080,2,1,37.8
Super built-up  Area,Ready To Move,Vasatha Vallbha Nagar,2,,1080,2,1,37.8
Super built-up  Area,Ready To Move,Kanakapura,2,SPavenc,1090,2,2,38.15
Super built-up  Area,Ready To Move,Kanakapura,2,SPavenc,1090,2,2,38.15
Super built-up  Area,Ready To Move,Varthur,2,DSingSt,1140,2,2,39.9
Super built-up  Area,Ready To Move,Uttarahalli,2,Shony S,1180,2,1,41.3
Super built-up  Area,Ready To Move,Uttarahalli,2,Shony S,1180,2,1,41.3
Super built-up  Area,Ready To Move,Kanakapura,3,SPavenc,1290,2,3,45.15
Super built-up  Area,Ready To Move,Kanakapura,3,SPavenc,1290,3,3,45.15
Super built-up  Area,Ready To Move,Uttarahalli,3,SLnssPr,1330,2,2,46.55
Super built-up  Area,Ready To Move,Uttarahalli,3,SLnssPr,1330,2,2,46.55
Super built-up  Area,Ready To Move,Uttarahalli,3,SLnssPr,1330,2,2,46.55
Super built-up  Area,Ready To Move,Uttarahalli,3,SLnssPr,1330,2,2,46.55
Super built-up  Area,19-Dec,Thanisandra,3,DSity S,2172,3,2,76.02
Super built-up  Area,Ready To Move,Subramanyapura,2,,958,2,1,33.53
Super built-up  Area,Ready To Move,Gottigere,2,Srncyla,1000,2,1,35
Built-up  Area,Ready To Move,GM Palaya,2,Srg Bnc,1000,2,1,35
Super built-up  Area,Ready To Move,Vidyaranyapura,2,DSestil,1000,2,1,35
Built-up  Area,Ready To Move,Uttarahalli,2,Apmes H,1000,2,1,35
Super built-up  Area,Ready To Move,Vignana Nagar,2,Phens G,1000,2,2,35
Super built-up  Area,Ready To Move,JP Nagar,2,DSvvyx ,1000,2,1,35
Plot  Area,Ready To Move,Madavara,2,,1000,2,1,35
Built-up  Area,Ready To Move,Bommasandra,2,RKhipwn,1000,2,1,35
Super built-up  Area,Ready To Move,Sri Sai Layout,2,,1000,2,2,35
Super built-up  Area,18-Apr,Channasandra,2,Evanaan,1000,2,2,35
Built-up  Area,Ready To Move,Whitefield,2,Pranthi,1000,2,1,35
Super built-up  Area,Ready To Move,Kanakpura Road,2,Shdhia ,1050,2,1,36.75
Super built-up  Area,Ready To Move,Kanakpura Road,2,Shiew T,1070,2,2,37.45
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2,SSaveik,1100,2,2,38.5
Super built-up  Area,Ready To Move,Kanakapura,2,SPavenc,1110,2,2,38.85
Super built-up  Area,Ready To Move,Kanakapura,2,SPavenc,1120,2,2,39.2
Super built-up  Area,Ready To Move,Kanakpura Road,3,,1150,2,2,40.25
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,2,,1150,2,1,40.25
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,2,,1150,2,1,40.25
Super built-up  Area,Ready To Move,Kengeri,3,,1160,2,2,40.6
Super built-up  Area,Ready To Move,Kengeri,2,,1160,2,2,40.6
Super built-up  Area,Ready To Move,Uttarahalli,2,SLnssPr,1160,2,2,40.6
Super built-up  Area,Ready To Move,Kanakpura Road,3,,1200,2,2,42
Super built-up  Area,Ready To Move,KR Puram,2,Thisea ,1200,2,1,42
Super built-up  Area,Ready To Move,Begur Road,2,Dhalsh ,1200,2,2,42
Plot  Area,Ready To Move,adigondanhalli,2,,1200,1,0,42
Built-up  Area,Ready To Move,Attibele,2,,1200,2,2,42
Super built-up  Area,Ready To Move,Kanakpura Road,3,Shiew T,1200,2,2,42
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2,,1200,2,3,42
Super built-up  Area,Ready To Move,Banashankari,3,,1200,2,2,42
Super built-up  Area,Ready To Move,Kengeri,2,Sravema,1200,2,3,42
Super built-up  Area,Ready To Move,Vidyaranyapura,2,Unentsi,1200,2,1,42
Super built-up  Area,Ready To Move,Banashankari,3,,1200,2,2,42
Built-up  Area,Ready To Move,Dasarahalli,2,Prndsde,1200,2,2,42
Super built-up  Area,Ready To Move,Banashankari Stage III,2,SrentAp,1200,2,0,42
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,3,,1350,2,2,47.25
Super built-up  Area,20-Dec,Old Madras Road,3,Shmes O,1350,3,1,47.25
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,3,,1350,2,2,47.25
Super built-up  Area,20-Dec,Old Madras Road,3,Shmes O,1350,3,2,47.25
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,3,,1350,2,2,47.25
Super built-up  Area,20-Dec,Old Madras Road,3,Shmes O,1350,3,2,47.25
Super built-up  Area,18-Jun,Mysore Road,3,Gopia O,1360,3,0,47.6
Super built-up  Area,Ready To Move,Banashankari,3,,1372,2,2,48.02
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,3,,1450,2,1,50.75
Super built-up  Area,Ready To Move,Banashankari,2,,1450,2,2,50.75
Super built-up  Area,Ready To Move,Kanakapura,3,SPavenc,1460,2,3,51.1
Super built-up  Area,Ready To Move,Marathahalli,3,Afncyad,1600,3,2,56
Super built-up  Area,19-Dec,Thanisandra,3,DSity S,2293,3,2,80.26
Super built-up  Area,19-Dec,Thanisandra,3,DSity S,2019,3,1,70.67
Super built-up  Area,19-Dec,Thanisandra,3,DSity S,1853,3,1,64.86
Super built-up  Area,Ready To Move,Kanakpura Road,3,,1495,2,2,52.33
Super built-up  Area,Ready To Move,Kanakapura main  Road,3,,1495,2,2,52.33
Super built-up  Area,Ready To Move,Banashankari,3,,1425,3,3,49.88
Super built-up  Area,Ready To Move,Kanakpura Road,3,,1425,2,2,49.88
Super built-up  Area,Ready To Move,Uttarahalli,3,,1385,2,2,48.48
Super built-up  Area,Ready To Move,Uttarahalli,3,Shony S,1385,2,2,48.48
Super built-up  Area,Ready To Move,Ramanjaneyanagar,3,,1385,2,2,48.48
Super built-up  Area,Ready To Move,Uttarahalli,3,Shony S,1385,2,2,48.48
Super built-up  Area,Ready To Move,Kanakapura  Rod,3,,1305,2,1,45.68
Super built-up  Area,Ready To Move,Uttarahalli,3,SLnssPr,1285,2,2,44.98
Super built-up  Area,Ready To Move,Uttarahalli,3,SLnssPr,1245,2,2,43.58
Super built-up  Area,Ready To Move,Subramanyapura,3,,1223,2,2,42.81
Super built-up  Area,Ready To Move,Subramanyapura,3,,1223,2,2,42.81
Super built-up  Area,Ready To Move,Talaghattapura,3,,1223,2,1,42.81
Super built-up  Area,Ready To Move,Gubbalala,2,,1223,2,1,42.81
Super built-up  Area,Ready To Move,Kanakpura Road,3,,1223,2,2,42.81
Super built-up  Area,Ready To Move,Subramanyapura,3,,1223,2,2,42.81
